farm_id,soil_moisture,temperature,humidity,rain_forecast,crop_type,growth_stage,soil_type,land_size,water_demand
111,0.344875726456884,30.342204099312475,66.78206347694723,0,rapeseed,flowering,sandy,8.218800751711042,189.03478339853487
112,0.2806106436270022,33.23801749920538,51.373290182861766,1,yam,seeding,clay,6.682837672747235,151.64481310600803
113,0.6648488261712865,26.03146760878361,77.95767307056761,1,pearl millet,grain_filling,silt,7.941408633623467,255.0833809401229
114,0.6040601897822084,34.430207096457366,68.8381247989838,0,peas,flowering,clay,4.98623863881587,167.74789530042153
115,0.5167018782552117,32.95072881181164,79.82185950149331,1,pulses,harvest,loam,5.731230528187443,129.8678665637997
116,0.6357302950938588,26.81250255551552,66.12069214318662,0,tobacco,flowering,clay,8.856266304701226,332.2791036290683
117,0.6018360384495571,32.12007961198162,71.3033267571864,1,sunflower,seeding,clay,5.1842661780554975,155.17713515873166
118,0.29328502944301793,28.849587226375572,51.68628673598666,0,maize,seeding,loam,3.8338263420809886,216.96184590192598
119,0.6462794992449888,29.022946780763185,68.95208530470232,0,maize,maturity,loam,8.071429409538766,188.96907952290275
120,0.4696711209578253,32.83290092438867,72.93948834771072,1,tobacco,grain_filling,silt,0.9795001282522848,350.4326490574324
121,0.6037200775820313,34.62784807980732,73.35542884557671,1,pulses,grain_filling,clay,9.604391664781133,172.379095276984
122,0.6480456499617466,26.26655872847194,73.10334956690856,0,tomato,maturity,loam,3.7306193160262575,150.5488079699579
123,0.3590017374859319,29.206302368788194,56.78847881881003,0,onion,maturity,silt,6.481353520235003,163.84783683974626
124,0.2550259622638384,29.809416080843036,79.26195432815678,1,pearl millet,harvest,silt,7.011824896626399,153.68821976091272
125,0.31396758127097085,28.763118169549976,79.85546361874816,0,groundnut,harvest,loam,1.8022425912340476,160.3849169570466
126,0.41355389431312817,28.63189123716225,52.26787625484804,1,cotton,flowering,loam,8.317172344214445,274.00793116221485
127,0.6090073829612466,25.522686675615965,78.09339268435272,0,rapeseed,grain_filling,silt,5.935073107578951,195.02573001473
128,0.6303652916281717,31.855386205626232,58.68347582913108,1,soybean,harvest,sandy,3.615321866602134,194.58378890230819
129,0.20347606526559536,29.362144171200455,70.67852245252894,0,yam,flowering,loam,8.581515787085221,237.13402297640238
130,0.4553736512887828,26.947938026439267,60.143327622083966,0,brinjal,vegetative,sandy,6.438263593631477,112.81903226937165
131,0.40870550157438945,33.160335023020686,79.03262970119364,0,pulses,flowering,silt,7.964892615016423,152.10313224538447
132,0.31105390523536514,33.025607481516275,53.04511574910607,0,turmeric,harvest,clay,9.926942878247853,211.05964898601223
133,0.2599326836668414,29.863916280888937,64.93240450869128,0,cardamom,flowering,sandy,1.7376258822589223,273.9609428668312
134,0.36880758570181393,27.984506611477606,62.84143375826224,0,barley,vegetative,sandy,7.621166596067102,181.0746274156244
135,0.6714548519562595,31.380927257964522,59.78070356833955,0,groundnut,harvest,sandy,7.697874586623106,130.2852591551247
136,0.36160146601037757,27.88152135777403,69.36601972640446,1,sweet potato,flowering,sandy,8.809551808698846,201.93300917442582
137,0.459395310871683,27.36007930323712,53.93167230265002,1,mustard,harvest,sandy,4.376621798794906,137.30674436347212
138,0.5515094794475889,32.305146540263266,71.49987254401091,0,fennel,maturity,sandy,8.76168748449681,115.8742421165739
139,0.38181480118964695,25.403252397209506,79.41776371414362,1,mustard,maturity,clay,6.578890758457875,113.3120151669251
140,0.6858910413604803,25.94768471034594,74.13676143405891,1,pearl millet,flowering,clay,1.1533356370770245,199.45041049897299
141,0.6812236474710556,25.067881740235897,75.80050258728636,0,sweet potato,seeding,clay,0.7994091278826507,166.6867963065259
142,0.32589114791268203,26.52943186475426,60.78910229537007,1,banana,harvest,sandy,5.074111431173201,313.5949927228015
143,0.4486242529461927,25.689900087104593,59.74659819443656,0,soybean,harvest,silt,7.965404684322503,194.94068876000293
144,0.35043915490838484,34.95802367779919,65.511450640704,1,carrot,maturity,loam,4.150199493455302,117.07194219468164
145,0.34242024718873376,27.888099699540895,51.37179844286818,1,cumin,maturity,sandy,8.592405443492462,114.22406702602385
146,0.2184434736772664,26.492680126692473,78.36074403369598,1,mustard,harvest,clay,5.175159155986163,140.15672462778934
147,0.5047821669899484,27.409962579959178,54.313555190485765,0,pulses,harvest,silt,0.74974049805619,124.27205895436161
148,0.4513395116144307,34.36125571540135,77.09039117504277,1,barley,maturity,silt,9.749818070540806,147.56797484990798
149,0.2257393756249947,30.201602230243957,52.50746666001067,0,mustard,flowering,sandy,5.151311763725167,129.30582062204505
150,0.33932323211830573,28.64818096307857,74.6787478303568,0,anise,grain_filling,clay,6.676291781517468,166.51820020843013
151,0.6541329429833268,33.73391457909219,54.558875776346454,1,cotton,flowering,loam,2.3932475484902915,230.98279210517418
152,0.3197809453334862,28.949902705490324,51.14394842274418,0,beans,vegetative,loam,3.3246413213253962,119.86880019110387
153,0.27244743604561156,28.350085699576958,71.58468350778226,0,tobacco,seeding,clay,5.100702720110304,211.44664707893565
154,0.4447263801387815,27.072825225497354,58.40795900523285,1,barley,flowering,clay,8.633797427028352,220.2967329532548
155,0.6928252270553004,28.777968239094115,71.43488458353049,0,mustard,flowering,silt,1.4685651374353594,151.13978621325518
156,0.3210276357557502,28.166843560169262,66.6525575141846,1,tomato,harvest,sandy,7.913227093954915,153.72386573827484
157,0.5360677737029392,31.773039592981412,53.264221706901964,1,sesame,vegetative,sandy,6.003832469238578,115.40624006299655
158,0.5808098076643587,27.89582704670727,77.96390219903492,0,chickpeas,harvest,sandy,5.246820104656828,130.68254891862122
159,0.31881877199619985,30.771997464225613,63.56942524290433,1,millets,maturity,loam,8.827585135540955,108.15822335161029
160,0.5641081743059297,25.658921650319726,72.03341833396064,1,cabbage,harvest,loam,1.6221412647556694,138.47399698847795
161,0.3838915663596266,26.912891566965143,65.03061716046875,0,millets,grain_filling,loam,9.912164367104463,164.41948605718628
162,0.5161529152967896,29.07405271611349,68.13084424883614,0,millets,seeding,sandy,8.619017704521113,103.02536253532256
163,0.5167648553804474,34.369492539086956,59.083207770700774,0,pulses,grain_filling,clay,3.5945008362444413,139.60242834309332
164,0.4678873420373792,28.772519857156954,56.01080912010351,0,brinjal,harvest,clay,4.78997630904705,169.99359987601517
165,0.24514488502720416,31.64074121199834,66.27710610224203,1,pearl millet,seeding,sandy,0.7375314422670105,151.69975655941724
166,0.617651247794619,27.550872224213983,63.20656918913006,1,carrot,flowering,sandy,5.512247469909433,123.93067107084221
167,0.3603900324858679,26.27033575973232,61.70339640301799,1,sweet potato,vegetative,clay,5.703335927555235,195.7459351037573
168,0.2932592551999271,25.5853660008005,70.1770158528387,1,onion,grain_filling,clay,9.30246944901465,220.1319400150378
169,0.22038757077738197,28.054134985427513,70.71519896033408,1,cumin,vegetative,loam,4.185293916048348,137.29716295770749
170,0.49544647159412086,26.57661026796908,51.37760168273789,0,yam,harvest,silt,5.920870558962248,172.94575940036142
171,0.5387821809211412,26.740104480161243,60.16233482731016,1,beans,seeding,silt,7.535864772418182,130.09167401297455
172,0.2082939144639281,32.6075930838695,62.35293650679132,1,millets,maturity,sandy,6.2809061621526485,91.30825111528567
173,0.45604652914964044,25.158380709448743,52.90676483492504,1,soybean,flowering,silt,1.9836518445723348,195.56440926241802
174,0.313247887598969,30.578101257354344,57.07702600094865,1,chickpeas,seeding,silt,2.132244969294689,114.5599181772137
175,0.5225863952047249,28.79461380593465,51.5492539166827,0,fennel,maturity,silt,1.8142252671656198,104.54531058328755
176,0.28718321450249573,30.06549999908547,79.88726295851062,0,beans,vegetative,loam,2.568425134728072,137.13442768272853
177,0.5454688690512329,30.62830237214603,72.09671608909534,0,banana,vegetative,loam,3.6191328479091753,353.26272176274216
178,0.39336767315026866,28.133676944572784,52.62350469508261,1,groundnut,flowering,clay,7.526840291697513,123.0629163095607
179,0.6683649943683672,27.95108860184285,50.60748139370276,1,cumin,maturity,sandy,1.0787951957214943,117.02308501478407
180,0.26876047207299664,32.334018493349056,71.57863400456841,1,cotton,maturity,silt,8.29422712019047,210.229775235947
181,0.3705331755251292,33.71276988121157,63.17576497048001,0,brinjal,flowering,clay,2.9933928973757116,157.87464092079856
182,0.25673676062029455,26.925816324585277,73.60390127193727,1,tomato,seeding,loam,6.327525074322056,102.54230511456599
183,0.6623468091392813,25.97618760535149,77.70428113455151,0,turmeric,grain_filling,silt,5.751299375036531,355.9786212688397
184,0.6386696766904905,33.977958063920255,67.97901167049118,1,potato,seeding,sandy,1.9632112463920806,175.51923576358809
185,0.32897081385757776,28.498954636473986,55.613252687517594,0,barley,vegetative,silt,3.229323100022932,182.8452110949348
186,0.5299920230170895,30.51317390662814,73.46582108139359,0,pearl millet,seeding,loam,3.3112488280791545,173.0719644413147
187,0.6086111001006078,28.595431445200035,78.67435229523123,1,carrot,harvest,silt,6.426388300068307,149.93325021180624
188,0.4776004057997311,26.258023363460513,67.40693861179868,1,rapeseed,seeding,silt,7.990754709115989,157.47237393386067
189,0.4648252891780032,30.893316449477283,70.45992341842201,0,cabbage,seeding,silt,9.964741802498668,132.08799189507025
190,0.32092614545022585,30.251408517696298,60.12424085110019,0,beans,maturity,silt,1.4110237218560147,105.49629837366925
191,0.24655138390294962,27.029935591911972,61.44583083980933,0,barley,harvest,loam,9.41733451127503,187.28242232784206
192,0.6486078789766634,29.51869044652278,72.03963493559192,0,groundnut,vegetative,clay,5.834497870931135,190.14661423389327
193,0.6502090285816652,32.96947504015646,77.83313295220458,0,soybean,flowering,silt,3.889294229630607,211.25251581522528
194,0.516550728636634,30.904261031078914,68.86965161673056,1,onion,seeding,sandy,3.2034603780419775,163.191029866516
195,0.36951489552435035,25.96917327066995,73.69543725456043,0,beans,grain_filling,silt,2.4858848295595317,193.08209943974327
196,0.3746047873063304,30.48021497229135,55.14905052246119,1,peas,maturity,sandy,5.792209081167165,101.30309878671356
197,0.5629778394351197,32.027382992895866,56.358772707739206,1,cumin,maturity,sandy,9.487160871282768,106.01900485235693
198,0.6485551299762885,32.92703405780752,65.9610406050017,1,cotton,flowering,silt,2.2304810901150365,272.6732029562701
199,0.6435432121325586,31.291175786342666,55.296625767285214,1,mustard,grain_filling,silt,4.643586964477075,152.16307143584612
200,0.5899377729288119,26.526581645407838,69.04985210662771,1,sunflower,seeding,sandy,2.4365572392659027,157.53489367291928
201,0.5210158230771438,32.10173266590161,58.74959556184097,0,sweet potato,grain_filling,loam,2.1684885886727416,198.27975127567558
202,0.24206998249752443,31.773418460815165,73.74597856000676,1,barley,maturity,clay,8.734047630221452,160.44678182517757
203,0.2808143570473069,25.244268829406334,74.24331039843031,0,sweet potato,flowering,sandy,2.9886441693552337,217.60708874859964
204,0.6492770942635395,29.11747667590243,63.91362367266059,1,turmeric,grain_filling,loam,2.855732430021448,270.7385849910632
205,0.503214529829795,28.329502469623733,55.42431905112906,0,cabbage,grain_filling,clay,9.143026760176651,145.85364099319804
206,0.20459852580831484,31.694120642536433,69.40324883245798,1,cumin,flowering,clay,4.167382706607432,145.99120535769222
207,0.25073577143301606,27.161358123109206,79.78361054790759,0,pearl millet,flowering,clay,0.5828084299882414,226.87446372743847
208,0.5317508845540279,30.908719229742587,68.6777269382757,0,rice,flowering,silt,7.35126368880133,243.89825769491756
209,0.20253079192310935,34.132059618141724,51.073240721420234,0,cabbage,maturity,silt,5.411614056211015,104.91072759427547
210,0.28040402570874934,32.97802372208608,50.518819273012475,1,cotton,flowering,sandy,7.854248257515231,180.58711094357685
211,0.474366894683293,34.2145773621653,59.610859114769184,0,beans,harvest,silt,5.917798361038868,126.06411947812275
212,0.5459475988463466,34.7850596693269,55.87351420581214,1,anise,seeding,loam,3.8370384467306087,112.44490692662606
213,0.5259806297513002,25.106701270061627,74.39153621429924,1,sesame,maturity,clay,1.1323607529295254,123.991729363534
214,0.3121346547302799,31.227412763774776,75.34417001108001,0,anise,flowering,clay,8.726397919227349,120.23517521161564
215,0.5560896106737678,29.128393977589063,57.75856313931428,1,carrot,vegetative,clay,2.4673042178801454,137.9356809406796
216,0.31862454374840005,33.59854490335122,59.76934330849678,1,sugarcane,grain_filling,silt,9.727805860114502,621.7190371868984
217,0.3626998490796338,27.518147020091316,57.08740903145344,1,sugarcane,flowering,silt,2.835434922322315,436.1808284438809
218,0.5732457025590121,34.81029489115076,77.25147642113792,1,sesame,flowering,silt,8.356838210738651,140.02142015243376
219,0.5248164495236073,31.13707969543747,65.07948003866846,0,tomato,seeding,loam,7.993107955269494,90.096224547478
220,0.624611705247089,32.93537402228831,69.6841113224606,1,sesame,flowering,silt,4.896097768757543,145.7467726201184
221,0.5288064461501716,25.855995528227684,62.4644626009881,0,maize,maturity,silt,4.316186719581693,190.17126559711863
222,0.48415430166773576,26.834578847588652,68.93042580513594,1,cardamom,harvest,silt,7.180967103576177,212.26948628395857
223,0.24683738391404625,32.584036730342035,61.57566130165208,0,banana,vegetative,loam,5.521248860261777,348.57473514821675
224,0.38385790152971677,25.219865220393235,60.19035313187676,0,brinjal,vegetative,silt,6.503602489569122,136.57426704234294
225,0.3326011838408627,33.168779858937825,69.03440219520441,1,yam,flowering,sandy,4.967046861093628,220.37987337920683
226,0.3219948216895418,25.139490186919115,67.73186234146968,1,banana,seeding,silt,5.792968954302764,258.89813271320304
227,0.6865052773762228,31.571188390612733,58.80583862503849,1,wheat,maturity,sandy,2.2969253833730363,169.8590872980091
228,0.39654886233338016,28.650939202318057,54.4804535095842,1,barley,maturity,loam,1.0262653784475146,159.69837878938932
229,0.6460232775885566,31.11494852719199,61.05730081514413,1,carrot,flowering,sandy,3.8812753092341956,151.9916964132529
230,0.5155693129986314,31.960314069891137,62.45592917425728,0,brinjal,grain_filling,loam,4.925688522645096,193.46062864267725
231,0.5974056517708242,28.424752191863043,68.86053000273814,0,potato,maturity,silt,9.107281262323752,172.88886856392085
232,0.451318546552596,26.079624481108354,77.43586290910591,0,pearl millet,maturity,silt,4.432425382548365,159.94146154972407
233,0.4884519423131795,25.696458677482656,51.08554392598776,1,cauliflower,maturity,sandy,4.622228158029465,97.18196608499247
234,0.44625884690943196,30.889360225625477,57.30983037625535,1,sunflower,vegetative,silt,6.910898389364759,181.29030454340722
235,0.29762149389902226,30.206553537341115,55.81147826838681,1,sugarcane,maturity,sandy,2.4644688156318963,362.53559477082814
236,0.5612260576307526,32.42201009121133,65.06883226081351,0,maize,grain_filling,loam,8.78057628005999,203.96126621935332
237,0.34038618122042785,30.097355100039373,62.89102421129479,1,peas,harvest,silt,4.562589314134913,129.0540488014723
238,0.21215798321572693,29.224457900308792,71.87112871460565,0,chickpeas,vegetative,silt,9.342476410358543,103.96923529699676
239,0.5227361479535839,28.980871782362307,57.27247737634592,0,peas,vegetative,silt,3.0770496900965933,136.2415928353708
240,0.2885553397035245,25.264469025976673,67.83495097249275,1,onion,harvest,clay,4.923127692380869,182.7390381578062
241,0.6702292921764571,28.355572016966573,76.51571790799878,0,potato,grain_filling,clay,7.892531271699978,227.06166780417306
242,0.6769642885012936,34.76020157524494,77.32033219754913,0,onion,flowering,sandy,5.7813045676146375,224.92705783107328
243,0.6574321951102242,33.73555576227089,78.76353814175093,0,soybean,seeding,clay,6.7818322038405805,147.6334169541797
