farm_id,soil_moisture,temperature,humidity,rain_forecast,crop_type,growth_stage,soil_type,land_size,water_demand,sufficient_water_threshold,water_applied,remaining_water_need,priority_score
30,0.2232252063599988,30.70664578980789,54.75624606774832,0,rice,grain_filling,clay,0.9492472314165072,427.5350448670421,406.15829262368993,0.0,427.5350448670421,171.33358771123048
31,0.5037724259507191,29.35589158012709,61.938811293353446,0,brinjal,maturity,sandy,9.18286489681441,101.05064205692506,95.9981099540788,0.0,101.05064205692506,41.579297797641615
32,0.2852620618436458,29.14846850301595,56.89775490636681,0,potato,maturity,loam,9.569499733896045,161.58798206579482,153.50858296250507,0.0,161.58798206579482,65.78919521207627
33,0.2325257964926397,32.327234154133066,60.13704277325189,1,banana,flowering,sandy,7.008680961244653,355.8504071688973,338.0578868104524,0.0,355.8504071688973,143.1475361229819
34,0.6744427686266665,31.85876275086465,79.94524213677394,1,pearl millet,harvest,clay,2.953637577335505,162.28094334965957,154.16689618217657,0.0,162.28094334965957,65.37262965132271
35,0.6828160165372796,33.33271282035848,74.76243312721432,0,sugarcane,maturity,silt,7.978461060798089,274.05636306991505,260.3535449164193,0.0,274.05636306991505,110.7269545373533
36,0.6041986740582306,27.499589812394955,76.51705444880326,1,beans,grain_filling,clay,7.443041593595433,151.59484365024804,144.01510146773563,0.0,151.59484365024804,61.543081354270406
37,0.3523068845866853,31.09528509754064,78.11163900697326,0,fennel,maturity,clay,5.958607822824701,107.82431471933997,102.43309898337296,0.0,107.82431471933997,43.936048046935795
38,0.2488360570031919,30.85194785392854,60.22807640942587,1,pulses,flowering,loam,2.117275217969719,146.86720230126568,139.5238421862024,0.0,146.86720230126568,59.04837565370388
39,0.5421165132560783,28.697378108726888,58.91230873389418,0,banana,grain_filling,silt,2.4111995705995866,468.2707257189607,444.85718943301265,0.0,468.2707257189607,187.81783354729546
40,0.4200762468698006,29.86057541902681,57.021874777162246,1,mustard,seeding,loam,6.09934688071924,108.15940940487351,102.75143893462983,0.0,108.15940940487351,43.98771369939529
41,0.2610191174223894,28.137821433057287,74.90350733924367,0,mustard,seeding,loam,1.7238355465427069,98.78579465850612,93.8465049255808,0.0,98.78579465850612,39.8689052415412
42,0.447588455055635,26.41844397616985,70.38655586855555,0,tomato,maturity,sandy,7.377331637146306,125.83316108051216,119.54150302648654,0.0,125.83316108051216,51.31051528693062
43,0.2171942605576092,27.13801210662733,57.08515947448632,1,beans,vegetative,sandy,2.519700790038315,103.47825029434505,98.30433777962779,0.0,103.47825029434505,41.72670904885337
44,0.6546602010393909,26.05513646401201,61.309814876313645,1,onion,vegetative,silt,9.14955821773969,198.6037114623418,188.67352588922472,0.0,198.6037114623418,80.52737244691859
45,0.3293899908000084,31.83069575190124,65.20135291798395,1,groundnut,vegetative,loam,9.047388766679305,106.62334086689783,101.29217382355294,0.0,106.62334086689783,43.65995322158707
46,0.5312611421769909,31.60727393109152,65.84420171821262,1,barley,vegetative,loam,3.289236697982292,160.0945426750039,152.0898155412537,0.0,160.0945426750039,64.50299296823519
47,0.3558555380447055,34.50606371579873,76.66183185655144,0,cotton,maturity,clay,1.2921750370602516,173.5228472792291,164.84670491526762,0.0,173.5228472792291,69.72952752300662
48,0.4600340105889053,32.29678413647241,61.41698398841649,0,chickpeas,grain_filling,clay,6.308450140031983,190.67137892889048,181.13780998244596,0.0,190.67137892889048,77.12140338767716
49,0.4733551396716398,25.52045838756132,77.25572091501537,0,carrot,flowering,sandy,4.759937502552442,130.72422979273034,124.18801830309381,0.0,130.72422979273034,52.99035669528171
50,0.2924272277627635,33.842451739289544,63.24102680959369,0,maize,flowering,loam,1.8652345348374688,227.9734189113986,216.57474796582866,0.0,227.9734189113986,91.57437646359574
51,0.6847923138822792,33.62675162945726,72.3911802437706,0,beans,vegetative,silt,5.549073997801268,149.46585291016447,141.99256026465625,0.0,149.46585291016447,60.61820702662237
52,0.5875664116805572,29.433203207726987,77.90762959955168,0,sunflower,seeding,loam,9.93088030746473,162.09214317764486,153.9875360187626,0.0,162.09214317764486,66.08745858414053
53,0.6697494707820946,30.858630505279216,77.22727111889799,0,cumin,harvest,sandy,1.15533769387411,130.72916368308415,124.19270549892994,0.0,130.72916368308415,52.68114913677749
54,0.6474136752138244,34.76078332472519,51.708586018870434,0,sweet potato,vegetative,silt,3.007006164826437,198.70646837283832,188.7711449541964,0.0,198.70646837283832,80.05277070066074
55,0.4989499894055425,30.323043638481664,56.1711288492971,1,cauliflower,vegetative,loam,5.616835707822634,125.30490952596703,119.03966404966867,0.0,125.30490952596703,50.81343737905019
56,0.6609371175115584,34.0532182837609,64.30716276596826,0,millets,maturity,clay,8.036932184307545,90.1152335040438,85.6094718288416,0.0,90.1152335040438,37.141974043550576
57,0.2442462510259597,25.830387578101863,62.946628698593216,1,sesame,seeding,loam,0.6782306399277414,91.3940839560626,86.82437975825947,0.0,91.3940839560626,36.70430589662301
58,0.2979914312095726,26.910518687086828,69.22674994511621,1,peas,harvest,sandy,7.461220065079262,134.06990667456512,127.36641134083686,0.0,134.06990667456512,54.473682962575886
59,0.222613644455269,29.407549434413177,78.34127152476236,1,sesame,grain_filling,sandy,1.828893658144417,143.74822985124192,136.56081835867982,0.0,143.74822985124192,57.75670403520226
60,0.3626651653816322,30.847568083373048,53.37214133833847,1,sugarcane,grain_filling,loam,8.391455031620922,514.4049913017768,488.68474173668795,0.0,514.4049913017768,206.74367505694914
61,0.394338644844741,33.162278518628,63.55575995402721,0,maize,harvest,sandy,7.075672331131197,205.13722562539732,194.88036434412746,0.0,205.13722562539732,82.981325212241
62,0.3356745158869479,34.88262115143187,55.77233113661418,1,anise,harvest,clay,4.836857900910507,133.36750563839126,126.6991303564717,0.0,133.36750563839126,53.93782294862495
63,0.6143687545759646,28.88851496474116,76.82322795193842,0,pulses,grain_filling,clay,8.305041108793244,135.44353240272142,128.67135578258535,0.0,135.44353240272142,55.270790822883086
64,0.3783766633467946,25.474156361400848,78.93740557404959,0,pearl millet,vegetative,clay,7.46396250147018,188.002184116336,178.60207491051918,0.0,188.002184116336,76.15294522935078
65,0.3404672548436903,33.01171503295325,64.3610504567105,1,sunflower,vegetative,loam,7.712248009786378,196.0084007482439,186.2079807108317,0.0,196.0084007482439,79.28267855124494
66,0.4713480415791242,31.043807190828083,53.12030893184422,0,pearl millet,maturity,sandy,3.2557005100027467,146.50854914978092,139.18312169229188,0.0,146.50854914978092,59.153259319228475
67,0.2704621124873813,26.985428588682016,73.5588400016802,0,rice,seeding,clay,6.384479094873879,231.3602202544303,219.79220924170878,0.0,231.3602202544303,93.41662843375698
68,0.6010984903770198,29.9482845662142,70.91424051477196,1,potato,harvest,silt,1.8405074997274224,187.1909077788468,177.83136238990446,0.0,187.1909077788468,75.22063355958687
69,0.2372753218398854,32.423102455337244,60.64012479830932,1,sesame,vegetative,sandy,8.2981772441324,112.42203313385978,106.80093147716678,0.0,112.42203313385978,45.876086042325134
70,0.6934434683002586,32.70411787068644,76.6222242190689,0,pulses,vegetative,sandy,5.5040501493452245,127.11222819531169,120.7566167855461,0.0,127.11222819531169,51.67398498671925
71,0.5861223846483287,29.99618411998762,79.27495669348122,0,rice,seeding,silt,8.336394660098446,269.09282290649463,255.63818176116988,0.0,269.09282290649463,108.76799310553737
72,0.2993578407670862,28.05214530128859,66.73561547390587,0,cabbage,harvest,sandy,2.505990373227406,143.9636980458544,136.76551314356166,0.0,143.9636980458544,58.025949823817925
73,0.2027610585618012,34.737425820384935,66.97183734032876,0,turmeric,seeding,clay,1.7382443759336113,211.0829167247369,200.52877088850005,0.0,211.0829167247369,84.7975433392005
74,0.6077307142274171,31.63362610956493,58.92540515341334,1,sugarcane,seeding,sandy,7.04520330923028,358.67668159884926,340.7428475189068,0.0,358.67668159884926,144.36673911330823
75,0.5534286719238085,29.082375193462987,67.53518107949942,1,cardamom,grain_filling,clay,1.0547765027017348,283.99792287734954,269.79802673348206,0.0,283.99792287734954,113.86533253559476
76,0.5645035840204936,27.804632242046523,63.1892696157454,1,tomato,seeding,clay,2.8178664827287143,117.6849429862856,111.80069583697131,0.0,117.6849429862856,47.51866455959121
77,0.5856351733429728,32.31102983003562,59.06573080784156,1,sweet potato,harvest,clay,9.132779649953909,154.74681963543665,147.00947865366481,0.0,154.74681963543665,62.969132853838644
78,0.2370223258670452,27.42183445593768,52.01555589571704,0,carrot,vegetative,loam,1.761200702457434,109.88188725116932,104.38779288861085,0.0,109.88188725116932,44.306279435886886
79,0.3792328642721363,26.717099889736883,57.58123579127375,1,pulses,vegetative,sandy,4.067780946790258,117.31056636797472,111.44503804957597,0.0,117.31056636797472,47.44685121472334
80,0.2579345297625648,30.2983388896207,55.93563949032993,0,turmeric,grain_filling,silt,9.48303752492006,315.1553369472522,299.39757009988955,0.0,315.1553369472522,127.21202543734542
81,0.6315517129377968,27.89987392644142,66.26125953661847,0,coriander,harvest,loam,0.6900305511835432,135.34387543704202,128.5766816651899,0.0,135.34387543704202,54.47286357252272
82,0.5116490634137789,31.28905144923615,68.05010065290782,1,cumin,vegetative,loam,4.7304935777792805,122.92244606319898,116.77632376003902,0.0,122.92244606319898,49.784357595740275
83,0.3654490124263245,26.17938674874233,68.25715172918049,0,potato,seeding,loam,7.9713626053223585,137.20721140169738,130.3468508316125,0.0,137.20721140169738,55.89311062369645
84,0.2317791751430118,31.549411045673217,61.64543003137037,0,rapeseed,flowering,loam,9.13531385141371,225.34472271800377,214.07748658210357,0.0,225.34472271800377,91.22777630737149
85,0.355491160857831,27.83296527997702,62.63689201056488,0,pulses,flowering,clay,7.487980711093293,151.967809784445,144.36941929522274,0.0,151.967809784445,61.747020217058896
86,0.3625916610133735,25.002429344345128,75.0271528892192,1,carrot,flowering,clay,8.939721464677904,176.36450754972415,167.54628217223794,0.0,176.36450754972415,71.54229349856013
87,0.564803089169032,26.269360576741764,64.28698440551487,0,soybean,flowering,silt,0.8264982078530908,218.11440386993883,207.20868367644186,0.0,218.11440386993883,87.57137198659464
88,0.5187787356776066,34.33615377835094,79.63319996411367,0,rice,seeding,sandy,1.4488237033659286,252.08079354040493,239.47675386338466,0.0,252.08079354040493,101.26095553363409
89,0.6436063712881632,33.67354639115358,63.188516900265945,0,sweet potato,vegetative,silt,7.508402508223665,164.72144309301913,156.48537093836816,0.0,164.72144309301913,66.90813876228765
90,0.4361074625809746,27.336090320362366,69.48742833853517,0,carrot,grain_filling,sandy,7.656618396369086,145.36992558723028,138.10142930786876,0.0,145.36992558723028,59.130853567045214
91,0.2597971229691508,32.78371904545492,51.51088996980187,1,maize,seeding,clay,6.250078724415238,155.70304030107278,147.91788828601912,0.0,155.70304030107278,62.99818341746447
92,0.5566223936114975,31.085715931739745,69.60019773256433,1,cumin,vegetative,sandy,7.437626777720549,120.35614130849936,114.33833424307439,0.0,120.35614130849936,49.0375436798941
93,0.5803925243084487,34.709047114498695,75.54279183245018,0,peas,harvest,sandy,8.651504643320807,108.56857084039508,103.14014229837532,0.0,108.56857084039508,44.54865730535181
94,0.4806385987847481,28.736056595340592,78.27373515599888,0,sugarcane,vegetative,loam,5.682083846338901,468.8419610466519,445.3998629943193,0.0,468.8419610466519,188.3711205230516
95,0.5854835899772804,31.814606125171714,79.91961834919312,0,onion,vegetative,silt,9.499581434515996,190.25986998156333,180.74687648248516,0.0,190.25986998156333,77.31100285407238
96,0.4468977981821953,25.635357224239183,58.46535936947699,1,sesame,vegetative,loam,7.0952576801154015,136.44238219158524,129.62026308200598,0.0,136.44238219158524,55.405858204282076
97,0.461366414690997,28.96247346816406,67.2611019447715,1,anise,seeding,loam,4.983829809802125,92.19378459829808,87.58409536838317,0.0,92.19378459829808,37.508170103237646
98,0.4137705091792748,34.6381766118818,63.52153956596442,0,cauliflower,vegetative,loam,4.504422175372394,103.59529352532654,98.41552884906021,0.0,103.59529352532654,42.10131372950371
99,0.2127095633720476,30.38980874450121,66.91452441725514,0,tobacco,vegetative,loam,7.626584557833519,263.64252822263626,250.46040181150443,0.0,263.64252822263626,106.41221165751227
100,0.2539457134966522,27.87879503334845,54.7235887156954,1,onion,harvest,clay,6.489457567483589,187.44841386155707,178.07599316847922,0.0,187.44841386155707,75.71910044407053
101,0.2157145928433671,26.20270963128607,75.68448717787825,0,carrot,harvest,silt,8.26571200016717,101.3357970432737,96.26900719111,0.0,101.3357970432737,41.53403293589488
102,0.5182052056318902,32.035283401815306,77.28706830033762,1,cauliflower,flowering,loam,7.9193694950987155,137.43001318490806,130.55851252566265,0.0,137.43001318490806,55.89758326459948
103,0.3571779905381633,31.448560434297267,63.48984989338768,0,rice,maturity,silt,5.479925609677696,198.39823053039015,188.47831900387064,0.0,198.39823053039015,80.15872037123147
104,0.4542853455823513,28.739387136037745,58.41289584720731,0,brinjal,seeding,loam,9.484167007802125,110.81510858227594,105.27435315316214,0.0,110.81510858227594,45.50531720280706
105,0.6537832369630465,34.50941351865834,54.225002829590366,0,millets,vegetative,clay,7.190444038341265,125.91885016028483,119.62290765227058,0.0,125.91885016028483,51.37734111534067
106,0.3246461145744375,25.222028129878503,70.51294474333413,0,sugarcane,flowering,loam,2.407976083350751,386.2187285370707,366.90779211021714,0.0,386.2187285370707,154.96321824607824
107,0.4051914615178148,28.037238516318254,59.36695518862206,1,millets,flowering,sandy,6.375628149167421,133.79004786957228,127.10054547609366,0.0,133.79004786957228,54.29462025504921
108,0.5777755692715243,34.210694862995815,77.28615709740166,1,sunflower,seeding,clay,2.41722403082202,160.42087776869266,152.39983388025803,0.0,160.42087776869266,64.56562862441358
109,0.3143990827458112,28.2093543831944,70.1303742453461,1,cumin,maturity,silt,5.809068304396597,112.86490833489708,107.22166291815222,0.0,112.86490833489708,45.82974998094765
110,0.2384899549143965,27.522528338551705,69.37055975522722,0,tobacco,flowering,sandy,8.004377296790924,342.9109218142779,325.765375723564,0.0,342.9109218142779,138.16250444637313
111,0.344875726456884,30.342204099312475,66.78206347694723,0,rapeseed,flowering,sandy,8.218800751711042,189.03478339853487,179.58304422860812,0.0,189.03478339853487,76.63476857987644
112,0.2806106436270022,33.23801749920538,51.373290182861766,1,yam,seeding,clay,6.682837672747235,151.64481310600803,144.06257245070762,0.0,151.64481310600803,61.42233113840334
113,0.6648488261712865,26.03146760878361,77.95767307056761,1,pearl millet,grain_filling,silt,7.941408633623467,255.0833809401229,242.32921189311676,0.0,255.0833809401229,102.99046300464576
114,0.6040601897822084,34.430207096457366,68.8381247989838,0,peas,flowering,clay,4.98623863881587,167.74789530042153,159.36050053540046,0.0,167.74789530042153,67.85859402200664
115,0.5167018782552117,32.95072881181164,79.82185950149331,1,pulses,harvest,loam,5.731230528187443,129.8678665637997,123.37447323560971,0.0,129.8678665637997,52.66361005398967
116,0.6357302950938588,26.81250255551552,66.12069214318662,0,tobacco,flowering,clay,8.856266304701226,332.2791036290683,315.66514844761485,0.0,332.2791036290683,134.07441414111622
117,0.6018360384495571,32.12007961198162,71.3033267571864,1,sunflower,seeding,clay,5.1842661780554975,155.17713515873166,147.41827840079506,0.0,155.17713515873166,62.74964788898813
118,0.2932850294430179,28.84958722637557,51.68628673598666,0,maize,seeding,loam,3.8338263420809886,216.961845901926,206.1137536068297,0.0,216.961845901926,87.36677800086711
119,0.6462794992449888,29.022946780763185,68.95208530470232,0,maize,maturity,loam,8.071429409538766,188.96907952290275,179.5206255467576,0.0,188.96907952290275,76.66403064996398
120,0.4696711209578253,32.83290092438867,72.93948834771072,1,tobacco,grain_filling,silt,0.9795001282522848,350.4326490574324,332.91101660456076,0.0,350.4326490574324,140.4149438599898
121,0.6037200775820313,34.62784807980732,73.35542884557671,1,pulses,grain_filling,clay,9.604391664781131,172.379095276984,163.7601405131348,0.0,172.379095276984,70.07282129278813
122,0.6480456499617466,26.26655872847194,73.10334956690856,0,tomato,maturity,loam,3.7306193160262575,150.5488079699579,143.02136757146,0.0,150.5488079699579,60.87219424957813
123,0.3590017374859319,29.206302368788197,56.78847881881003,0,onion,maturity,silt,6.481353520235003,163.84783683974626,155.65544499775893,0.0,163.84783683974626,66.3990704354192
124,0.2550259622638384,29.80941608084304,79.26195432815678,1,pearl millet,harvest,silt,7.011824896626399,153.68821976091272,146.00380877286707,0.0,153.68821976091272,62.2574755864805
125,0.3139675812709708,28.763118169549976,79.85546361874816,0,groundnut,harvest,loam,1.802242591234048,160.3849169570466,152.36567110919427,0.0,160.3849169570466,64.53698455819624
126,0.4135538943131281,28.63189123716225,52.26787625484804,1,cotton,flowering,loam,8.317172344214445,274.00793116221485,260.3075346041041,0.0,274.00793116221485,110.53760047817002
127,0.6090073829612466,25.522686675615965,78.09339268435272,0,rapeseed,grain_filling,silt,5.935073107578951,195.02573001473,185.27444351399348,0.0,195.02573001473,78.85560079324215
128,0.6303652916281717,31.855386205626232,58.68347582913108,1,soybean,harvest,sandy,3.615321866602134,194.58378890230816,184.85459945719273,0.0,194.58378890230816,78.35112080590912
129,0.2034760652655953,29.362144171200452,70.67852245252894,0,yam,flowering,loam,8.581515787085221,237.1340229764024,225.27732182758228,0.0,237.1340229764024,95.8924559823226
130,0.4553736512887828,26.947938026439267,60.143327622083966,0,brinjal,vegetative,sandy,6.438263593631477,112.81903226937165,107.17808065590306,0.0,112.81903226937165,46.00251399736957
131,0.4087055015743894,33.160335023020686,79.03262970119364,0,pulses,flowering,silt,7.964892615016423,152.10313224538447,144.49797563311523,0.0,152.10313224538447,61.85948325997031
132,0.3110539052353651,33.025607481516275,53.04511574910607,0,turmeric,harvest,clay,9.926942878247852,211.05964898601223,200.5066665367116,0.0,211.05964898601223,85.62876466327677
133,0.2599326836668414,29.863916280888937,64.93240450869128,0,cardamom,flowering,sandy,1.7376258822589223,273.9609428668312,260.26289572348963,0.0,273.9609428668312,109.96012627169176
134,0.3688075857018139,27.98450661147761,62.84143375826224,0,barley,vegetative,sandy,7.621166596067102,181.0746274156244,172.02089604484317,0.0,181.0746274156244,73.39572914299683
135,0.6714548519562595,31.38092725796452,59.78070356833955,0,groundnut,harvest,sandy,7.697874586623106,130.2852591551247,123.77099619736845,0.0,130.2852591551247,53.15818209110344
136,0.3616014660103775,27.88152135777403,69.36601972640446,1,sweet potato,flowering,sandy,8.809551808698846,201.93300917442585,191.83635871570453,0.0,201.93300917442585,81.76647914384232
137,0.459395310871683,27.36007930323712,53.93167230265002,1,mustard,harvest,sandy,4.376621798794906,137.30674436347212,130.4414071452985,0.0,137.30674436347212,55.48223898744268
138,0.5515094794475889,32.305146540263266,71.49987254401091,0,fennel,maturity,sandy,8.76168748449681,115.8742421165739,110.08053001074519,0.0,115.8742421165739,47.47616749096876
139,0.3818148011896469,25.403252397209503,79.41776371414362,1,mustard,maturity,clay,6.578890758457875,113.3120151669251,107.64641440857883,0.0,113.3120151669251,46.089058102853755
140,0.6858910413604803,25.94768471034594,74.13676143405891,1,pearl millet,flowering,clay,1.1533356370770245,199.45041049897296,189.4778899740243,0.0,199.45041049897296,80.06267597156899
141,0.6812236474710556,25.067881740235897,75.80050258728636,0,sweet potato,seeding,clay,0.7994091278826507,166.6867963065259,158.3524564911996,0.0,166.6867963065259,67.03090416489283
142,0.325891147912682,26.52943186475426,60.78910229537007,1,banana,harvest,sandy,5.074111431173201,313.5949927228015,297.9152430866614,0.0,313.5949927228015,126.07058646182048
143,0.4486242529461927,25.689900087104597,59.74659819443656,0,soybean,harvest,silt,7.965404684322503,194.94068876000293,185.19365432200277,0.0,194.94068876000293,78.99254082302267
144,0.3504391549083848,34.95802367779919,65.511450640704,1,carrot,maturity,loam,4.150199493455302,117.07194219468164,111.21834508494756,0.0,117.07194219468164,47.34388465819986
145,0.3424202471887337,27.88809969954089,51.37179844286818,1,cumin,maturity,sandy,8.592405443492462,114.22406702602385,108.51286367472265,0.0,114.22406702602385,46.65735140419654
146,0.2184434736772664,26.492680126692477,78.36074403369598,1,mustard,harvest,clay,5.175159155986163,140.15672462778934,133.14888839639988,0.0,140.15672462778934,56.65389446144981
147,0.5047821669899484,27.409962579959178,54.313555190485765,0,pulses,harvest,silt,0.74974049805619,124.2720589543616,118.05845600664351,0.0,124.2720589543616,50.02475406494825
148,0.4513395116144307,34.36125571540135,77.09039117504277,1,barley,maturity,silt,9.749818070540806,147.56797484990798,140.1895761074126,0.0,147.56797484990798,60.12243964934016
149,0.2257393756249947,30.20160223024396,52.50746666001067,0,mustard,flowering,sandy,5.151311763725167,129.30582062204505,122.8405295909428,0.0,129.30582062204505,52.412607300315535
150,0.3393232321183057,28.64818096307857,74.6787478303568,0,anise,grain_filling,clay,6.676291781517468,166.51820020843013,158.1922901980086,0.0,166.51820020843013,67.48277390794746
151,0.6541329429833268,33.73391457909219,54.55887577634645,1,cotton,flowering,loam,2.3932475484902915,230.98279210517416,219.43365249991544,0.0,230.98279210517416,92.78326818551537
152,0.3197809453334862,28.949902705490324,51.14394842274418,0,beans,vegetative,loam,3.324641321325396,119.86880019110389,113.87536018154869,0.0,119.86880019110389,48.483940397640794
153,0.2724474360456115,28.35008569957696,71.58468350778226,0,tobacco,seeding,clay,5.100702720110304,211.44664707893563,200.87431472498884,0.0,211.44664707893563,85.29321859079442
154,0.4447263801387815,27.072825225497358,58.40795900523285,1,barley,flowering,clay,8.633797427028352,220.2967329532548,209.28189630559206,0.0,220.2967329532548,89.10101820003251
155,0.6928252270553004,28.777968239094115,71.43488458353049,0,mustard,flowering,silt,1.4685651374353594,151.13978621325518,143.5827969025924,0.0,151.13978621325518,60.871336044456676
156,0.3210276357557502,28.166843560169266,66.6525575141846,1,tomato,harvest,sandy,7.913227093954915,153.72386573827484,146.0376724513611,0.0,153.72386573827484,62.39507453185658
157,0.5360677737029392,31.77303959298141,53.26422170690197,1,sesame,vegetative,sandy,6.003832469238578,115.40624006299656,109.63592805984672,0.0,115.40624006299656,46.90009282686307
158,0.5808098076643587,27.89582704670727,77.96390219903492,0,chickpeas,harvest,sandy,5.246820104656828,130.68254891862122,124.14842147269016,0.0,130.68254891862122,53.04386353944705
159,0.3188187719961998,30.771997464225613,63.56942524290433,1,millets,maturity,loam,8.827585135540955,108.15822335161027,102.75031218402975,0.0,108.15822335161027,44.26981160859744
160,0.5641081743059297,25.658921650319726,72.03341833396064,1,cabbage,harvest,loam,1.6221412647556694,138.47399698847795,131.55029713905404,0.0,138.47399698847795,55.694634556727934
161,0.3838915663596266,26.912891566965143,65.03061716046875,0,millets,grain_filling,loam,9.912164367104465,164.41948605718628,156.19851175432694,0.0,164.41948605718628,66.99578917285689
162,0.5161529152967896,29.07405271611349,68.13084424883614,0,millets,seeding,sandy,8.619017704521113,103.02536253532256,97.87409440855643,0.0,103.02536253532256,42.335277367640494
